Minisector,HAM,SAI,Fastest
0,278.14003612753623,278.79153640350734,SAI
1,295.8895834133333,295.4212498133333,HAM
2,233.30048623194116,234.27639957809978,SAI
3,118.7480900135473,112.62248621885252,HAM
4,137.3207853438811,132.6537937458986,HAM
5,249.05833370793653,248.5778038700355,HAM
6,250.03655705979128,254.3880767065645,SAI
7,124.15321705028276,122.76750556363679,HAM
8,244.59670182222223,247.4616392695652,SAI
9,255.49882811549583,255.29188588432962,HAM
10,205.46537305747125,207.97992622134646,SAI
11,142.69321105638375,143.98896206671753,SAI
12,205.04285718095238,206.2480995063411,SAI
13,257.65456966211974,262.24288443290044,SAI
14,122.45433459817033,118.97939139346855,HAM
15,185.83246077049196,189.67588682969082,SAI
16,254.01323489723825,255.6189393939394,SAI
17,287.2783333333333,286.8662059305004,HAM
18,302.74402778753273,300.36979162666665,HAM
19,309.9454365206349,305.9513158736842,HAM
20,312.1868749866667,309.79978060350874,HAM
21,162.8582942084716,172.0068545229503,SAI
22,148.8183863834291,141.495204884904,HAM
23,201.65355509475813,199.69773715909653,HAM
24,235.3615385846154,233.88000042666667,HAM
25,264.9833344,264.25518639141876,HAM
