Minisector,VER,RUS,Fastest
0,294.60042982617733,293.3330584977778,VER
1,308.2170832059259,303.4091573050815,VER
2,312.81507789444055,307.1250001185185,VER
3,315.239000192,308.7660489885714,VER
4,184.67360545393416,193.82953125520763,RUS
5,217.20296244311763,221.0459949215492,RUS
6,269.91815428571425,270.73915872960924,RUS
7,262.5445688465876,275.08010321608464,RUS
8,185.39013423972247,186.25181864530342,RUS
9,142.89305874353875,149.61422337890653,RUS
10,178.7636438927473,185.80112259161734,RUS
11,256.1953962502618,260.9959821355102,RUS
12,247.08079405756106,257.0767263153026,RUS
13,225.38012413675503,233.81457170186334,RUS
14,263.9209198041366,274.0319666230524,RUS
15,160.4956008859152,171.03627761625566,RUS
16,220.10413735963223,222.78163906748108,RUS
17,238.61102867712307,243.12930313333334,RUS
18,132.37131296922306,137.3592519567576,RUS
19,236.43036333108415,241.5405698819951,RUS
20,280.0112992137143,280.2872073128594,RUS
21,244.24969578567305,262.2863864155844,RUS
22,136.06328044723512,142.21924733064958,RUS
23,201.3006803212069,213.2609192736508,RUS
24,269.8164980814368,270.99936761063236,RUS
25,284.01500032,285.6250016,RUS
