Minisector,VER,RUS,Fastest
0,250.7917214061799,250.5961321338388,VER
1,209.54893178439343,212.2890099650986,RUS
2,199.505002469102,204.8100756283272,RUS
3,244.94681732810668,254.95541687226387,RUS
4,262.6321949990365,269.0128027985359,RUS
5,284.8035393906884,281.18739104,VER
6,160.98028056649494,166.7230558248189,RUS
7,176.12564148325924,180.1460103270711,RUS
8,262.7715078731575,261.90863188759147,VER
9,291.2967874200979,285.6008517929881,VER
10,302.7136365028572,294.6319981624242,VER
11,303.11401593322364,297.12416634666664,VER
12,108.12383696031827,108.98952405829428,RUS
13,189.85960870944746,192.1571025678202,RUS
14,268.2834803697101,264.7387099810733,VER
15,294.8600680406349,287.022812576,VER
16,296.0012921329594,284.7222720587755,VER
17,175.2322742430427,187.41861057822206,RUS
18,206.81014205968253,215.51624716553286,RUS
19,260.37548375828675,258.7870285456362,VER
20,152.69799246532494,158.72554436468468,RUS
21,144.42372061313839,143.3460038853204,VER
22,218.97651574564102,214.2728475986395,VER
23,230.25236792625722,226.57034246525032,VER
24,153.21679454348524,160.36940051493647,RUS
25,225.0857142857143,224.8715288888889,VER
