Minisector,VER,SAI,Fastest
0,253.3297097388342,255.4722861904664,SAI
1,208.27424786717566,205.34700721881077,VER
2,220.61895174251248,222.56362795560202,SAI
3,258.21328008774896,259.7814523395795,SAI
4,269.4691131770955,268.50730178136905,VER
5,210.90782666559207,214.40233213941417,SAI
6,97.86393107573402,96.83546126358883,VER
7,189.77231717444084,193.02665238354678,SAI
8,274.62717114162035,275.4316144341667,SAI
9,297.4157405629629,299.91531331717147,SAI
10,306.39889735049337,310.6956468312577,SAI
11,301.0952810745984,302.2396182113361,SAI
12,110.40119679750237,107.58491154809535,VER
13,212.7094058268342,219.8609761498806,SAI
14,273.6957179202362,278.18439920091583,SAI
15,296.50875698559776,294.82455785060904,VER
16,224.54706663736664,213.86568254408314,VER
17,125.3962529793476,127.43953156294981,SAI
18,154.6209839769017,158.07166199533845,SAI
19,250.388232103897,256.66675019165626,SAI
20,153.61722492033985,150.42199181922865,VER
21,128.3590209840303,131.22947949314513,SAI
22,202.5657704610455,210.14879322017046,SAI
23,205.83260765848058,198.9797745736135,VER
24,171.7946451597134,173.88085643104662,SAI
