Minisector,VER,HUL,Fastest
0,248.34023013986393,248.61454209890456,HUL
1,283.17250464295125,286.31535082472726,HUL
2,182.7641066721693,175.40294367541583,VER
3,156.23361261827995,165.23575242972387,HUL
4,256.7526564520635,261.16580855787583,HUL
5,274.185439687928,276.2603669796592,HUL
6,240.4368594893754,235.85823974115468,VER
7,207.2345313606391,208.7748876532304,HUL
8,159.59836089390177,156.799421394016,VER
9,218.42201401998827,214.79602465614013,VER
10,271.43554634020205,271.8456297736989,HUL
11,126.92057581210351,131.76790968573331,HUL
12,212.87314017192764,212.60218290005486,VER
13,274.7097672228571,274.8162310703425,HUL
14,297.57848187970274,297.8050243976207,HUL
15,308.4543703249524,305.9594274312673,VER
16,235.5272049359552,243.0689743845254,HUL
17,130.42077472411688,127.06288765280192,VER
18,129.91953338154204,128.6872068702899,VER
19,122.11592984678646,123.4727317289581,HUL
20,225.49135364158116,227.4508208926923,HUL
21,259.6474605079208,260.9003284428567,HUL
22,243.031496761432,249.324195730006,HUL
23,217.81777670853702,220.6403126330159,HUL
24,135.18108005615906,138.5950266818681,HUL
25,216.88,210.87166933333333,VER
