Minisector,BOT,SAI,Fastest
0,288.81907527249746,309.56520783999997,SAI
1,297.77242082696966,325.7929809797013,SAI
2,303.00187977944864,336.31851350059657,SAI
3,305.9050438736842,327.82754755555555,SAI
4,193.10295893333333,160.9226701487813,BOT
5,228.04475326105353,207.108743074031,BOT
6,257.22833397398784,233.56583330133333,BOT
7,274.581547784127,267.26963753342767,BOT
8,269.2139840710834,256.7953560231579,BOT
9,178.0517493904762,164.8354168467865,BOT
10,236.97554630934337,228.78348793489036,BOT
11,142.55750050666666,133.96007142271938,BOT
12,227.73583388626116,233.09438095238096,SAI
13,205.77894000656815,185.53716718320376,BOT
14,223.8752739801144,220.92584329337075,BOT
15,258.45955623188405,244.5753669063321,BOT
16,270.0158126874383,264.8547281868532,BOT
17,289.0367848399713,287.77916666666664,BOT
18,133.99569140717296,122.75818283718225,BOT
19,170.8147138420168,157.69188521886002,BOT
20,157.0819929759999,150.32025849577005,BOT
21,169.50584667338936,153.6359181341008,BOT
22,121.97571585913806,116.95676768762381,BOT
23,232.93412242168404,230.81013406194714,BOT
24,273.48373023492064,271.6903971283159,BOT
25,286.1124992,,BOT
