Minisector,VER,LEC,Fastest
0,235.13549018938704,231.10433996645295,VER
1,282.35762984588746,281.25424764100933,VER
2,293.63512313470034,294.75971312638086,LEC
3,296.441341991342,299.70416659393936,LEC
4,263.2748282276348,265.63970073827664,LEC
5,174.18141167891156,168.69417989153183,VER
6,259.24806353812744,260.46866611559153,LEC
7,276.5353670539683,281.0001983105064,LEC
8,220.80518964486456,214.4655406692983,VER
9,221.78633028571429,216.14445702030395,VER
10,191.79042198281203,183.664006126976,VER
11,224.86360906384482,224.7293199633157,VER
12,210.80315333062728,201.66261201043812,VER
13,218.32496792711277,214.1845753444992,VER
14,223.19395008329573,217.60513045123153,VER
15,185.66304299176397,181.19646951296977,VER
16,247.85457767032966,248.6180541777778,LEC
17,286.8307036102501,288.9577309533264,LEC
18,300.1284082973865,304.429223169161,LEC
19,288.97091276190474,290.3466289460462,LEC
20,134.419142851985,129.18805293997463,VER
21,170.3105831021112,164.934710365449,VER
22,157.5888581064691,151.00648639543513,VER
23,208.63991341750682,202.68883057268047,VER
24,151.74850763019558,143.72218977452937,VER
25,,179.65,LEC
