Minisector,HAM,ALO,Fastest
0,261.85743969976176,253.5076335395918,HAM
1,132.0878381482539,123.31957505318486,HAM
2,266.1181029934868,258.8168258783668,HAM
3,308.1028627637607,303.7919417644002,HAM
4,305.56057341177745,302.40313490234917,HAM
5,309.08496736845376,307.44791659259255,HAM
6,312.80523074056,310.1041682856736,HAM
7,315.154040738107,308.89108146569566,HAM
8,201.30410988841024,185.84617186997752,HAM
9,197.97022094498195,188.76778406120823,HAM
10,192.9437229061609,170.56085366021165,HAM
11,171.42271642541883,173.47643237252908,ALO
12,256.9961871256318,256.89102710333333,HAM
13,281.6352277603216,272.93214091839724,HAM
14,282.4149228167706,277.774893854496,HAM
15,281.7038590041265,265.56014407898414,HAM
16,184.30454749971395,179.9673369623998,HAM
17,196.0188797283236,183.4153414374603,HAM
18,237.50783547120398,235.10304312981478,HAM
19,289.1646064009197,286.1637605600091,HAM
20,313.0059220198496,307.52298270650857,HAM
21,318.8162231204662,314.61271683730416,HAM
22,317.097845160127,313.06584073619047,HAM
23,254.61708976884364,234.31257036654162,HAM
24,109.66547798141383,105.41290704983716,HAM
