Minisector,VER,LEC,Fastest
0,326.59965120701327,327.97901085832547,LEC
1,336.50178810561323,338.43083070548755,LEC
2,333.4646033192868,339.192745916086,LEC
3,196.75084418054155,182.53813667276637,VER
4,131.18539534908004,132.428039696657,LEC
5,268.491780004794,269.9052180841819,LEC
6,304.30483539694086,306.15876696188684,LEC
7,318.1723824323882,322.9624872330742,LEC
8,276.91826212052877,284.80366045777777,LEC
9,146.05216030795134,146.37448148403718,LEC
10,224.3679398578597,228.03396649594356,LEC
11,233.82846511501307,236.97428445634247,LEC
12,207.8747975911549,207.32047366836795,VER
13,279.8365956519712,275.42463895725126,VER
14,311.86754808990474,311.3384391878095,VER
15,324.9116439448068,327.5381862327065,LEC
16,278.715478367205,285.11952428720497,LEC
17,223.43620464738538,215.18641761877552,VER
18,279.1155193164001,282.3609682095461,LEC
19,312.8263753004572,313.97749675444413,LEC
20,324.67341047308645,329.42253326330945,LEC
21,309.6096542098551,314.09081486464646,LEC
22,227.65936809011168,213.39235918995226,VER
23,275.76631634108355,266.81726473309095,VER
24,309.8683783803896,308.29576429654645,VER
