Minisector,LEC,RUS,Fastest
0,326.43647677575757,326.1882654585034,LEC
1,338.7019659777332,335.38827164444444,LEC
2,337.7965554123636,335.7666019422679,LEC
3,202.43183957471973,196.5199611364345,LEC
4,128.00142780482395,125.84563179567611,LEC
5,265.89930538329355,268.03345716043424,RUS
6,301.0045691018399,302.93803804831646,RUS
7,316.09238666158734,318.98874163428576,RUS
8,284.5083899741799,274.1154882569697,LEC
9,144.19276448379256,144.22072531110976,RUS
10,219.63401189789286,222.6552383330994,RUS
11,222.37933267613448,231.67949666717064,RUS
12,199.09180017840433,205.12401183899013,RUS
13,269.29795978926825,272.7893604264218,RUS
14,306.6627996521017,308.0604949316248,RUS
15,321.2331545752381,323.5551337447619,RUS
16,263.91060017005714,265.3340404061111,RUS
17,210.22363723073016,223.06474475752654,RUS
18,276.31426313403193,282.4557581643653,RUS
19,308.6806574493122,312.14622058251234,RUS
20,322.38931685453633,325.9541480949357,RUS
21,298.35732911543903,303.8450193220796,RUS
22,205.99039851547994,215.2597495602789,RUS
23,265.53110659065794,270.43316266125714,RUS
24,305.6494246049524,307.8799750713464,RUS
