Minisector,VER,LEC,Fastest
0,275.23513734140954,276.2683723843736,LEC
1,294.4025836928139,302.41166677930215,LEC
2,290.3934620361157,299.91267344900433,LEC
3,181.30821515263747,182.58698061960473,LEC
4,121.84511853946367,113.60897876617766,VER
5,231.86074682006512,232.2271242014839,LEC
6,281.03052414222225,293.81876541175177,LEC
7,292.77009702316883,311.04265846857146,LEC
8,180.14039350312171,174.71161406687588,VER
9,141.31234137965973,133.22838933065665,VER
10,247.1846694654916,247.0316070288413,VER
11,285.1131944205848,287.82916744129716,LEC
12,295.04563509164024,305.91569214693874,LEC
13,283.36664120352737,280.94992092594345,VER
14,293.8589572509174,294.6842257454545,LEC
15,291.6587558273346,296.3071366276894,LEC
16,258.5581840302883,259.10274203670997,LEC
17,237.76296541302682,223.8806248026503,VER
18,276.2471838448826,282.7315746732275,LEC
19,294.03849568124673,313.4841157096109,LEC
20,292.8169572305366,324.21354653121693,LEC
21,240.78621387915484,218.03854623612122,VER
22,263.5867564989092,254.77102320312304,VER
23,132.4810816132237,128.14400220746597,VER
24,213.25711911037922,200.8578608122996,VER
25,,253.6772706909091,LEC
