Minisector,BOT,RIC,Fastest
0,234.62629642045394,232.39772462222223,BOT
1,290.09288425974023,280.53756712281574,BOT
2,306.83270842666667,293.1590284204378,BOT
3,311.7688392990476,295.5625000727273,BOT
4,280.42322201405693,275.3440683063838,BOT
5,169.53386943716933,177.12552877883599,RIC
6,263.80892888253965,258.2998838034116,BOT
7,283.88384040865964,275.1559186060606,BOT
8,220.85292561269839,227.45639522876473,RIC
9,219.5036714754642,217.59118430755558,BOT
10,192.9764605922078,193.70672410304113,RIC
11,225.4221160661309,220.68153801846154,BOT
12,207.0972731371483,212.01501069606826,RIC
13,219.86192510213465,219.18380126802722,BOT
14,220.9494152382958,221.3887034431372,RIC
15,182.0150555204482,188.164132821365,RIC
16,250.34541344041165,243.50940907995545,BOT
17,294.3640151757576,286.91530319515147,BOT
18,314.17658460208054,303.23354165333336,BOT
19,303.14316670933334,296.98230467186147,BOT
20,130.14873208619736,135.82481725357127,RIC
21,160.41370358116046,173.94930626741586,RIC
22,156.80638740684802,145.90956722156935,BOT
23,205.86188103465102,218.40598624367817,RIC
24,147.63034098692376,145.13754952666235,BOT
25,,174.80625180952381,RIC
