Minisector,VER,LEC,Fastest
0,294.12602775820665,295.0913591272178,LEC
1,164.81392592021993,165.6086163611608,LEC
2,179.9087728357092,182.1015919102188,LEC
3,251.8232843276334,258.5700632868623,LEC
4,284.0221706764289,285.99489958221443,LEC
5,260.7285118114286,266.0397904080808,LEC
6,228.13188614509403,234.88614463314406,LEC
7,151.83054542746203,151.70392502744824,VER
8,222.4008351753484,224.34560844804304,LEC
9,278.9873109317172,279.8652005119203,LEC
10,299.88021457290927,299.9570286595969,LEC
11,310.84325984174984,310.1395899870079,VER
12,315.38846760293427,316.7732215008772,LEC
13,317.0764677257143,313.7780215856242,VER
14,131.7228915194798,136.53292422153652,LEC
15,121.57868503644549,115.75658652549987,VER
16,105.33993489431883,102.63967402255855,VER
17,230.6876149769375,232.55340007659194,LEC
18,283.22120336922154,283.0140537097447,VER
19,303.65332514938774,303.3978265777642,VER
20,314.07729197860965,314.3158351093333,LEC
21,315.5611702057093,315.65456556214133,LEC
22,126.30402593853213,131.74934045003766,LEC
23,199.60627279763924,200.82186200761905,LEC
24,270.2404214864198,268.88261364184484,VER
25,285.64999936000004,286.27916799999997,LEC
