Minisector,VER,LEC,Fastest
0,302.81042324208096,290.1003676574915,VER
1,320.9425540958153,302.4666483911111,VER
2,324.96913834505625,303.6380112984066,VER
3,190.7572188303069,181.3098251070409,VER
4,209.28034535863011,210.73644658262418,LEC
5,205.26255249576374,198.7903803667652,VER
6,264.7614975425246,262.5658848297726,VER
7,255.43011802905244,258.2743251445887,LEC
8,210.01373869883562,204.9127858043443,VER
9,207.01931175423377,206.7139317239271,VER
10,142.31887698215826,138.96954296316406,VER
11,195.28547883753723,199.85164594937703,LEC
12,182.86279717068064,179.30324006784892,VER
13,245.4992186088889,251.2276120295619,LEC
14,173.9457192090476,171.73073046871252,VER
15,232.29880832662528,234.93853000238542,LEC
16,274.9499654995011,276.5401104138528,LEC
17,279.2964865206349,287.76097579744106,LEC
18,273.59921724836937,275.146625104,LEC
19,256.5621184562186,259.9888650941863,LEC
20,254.52126699089948,260.956845551746,LEC
21,255.71545048629588,258.24867630613755,LEC
22,222.61687171868132,227.00080061288898,LEC
23,201.01702149334292,189.20216012257484,VER
24,266.5798073194805,267.51906562651396,LEC
25,284.13250048,,VER
