Minisector,HAM,VET,Fastest
0,249.13204475238095,248.110305069899,HAM
1,127.2001710767478,118.50627908399474,HAM
2,197.79028289458412,199.54434523508772,VET
3,244.31383734592248,247.76632205071414,VET
4,259.18652197384125,248.00692417641025,HAM
5,169.199825613635,166.3582233153016,HAM
6,140.0167429212746,133.04714935124227,HAM
7,180.11630816609335,175.84100090133333,HAM
8,102.06272346688343,98.25372272874233,HAM
9,70.44745569119522,70.74456481331248,VET
10,96.99061856947154,98.38874357037037,VET
11,190.30478309490232,192.0770733784632,VET
12,244.1329640391111,248.49275156994707,VET
13,267.4056795114192,271.24230147468313,VET
14,270.22235729230766,262.75618362319875,HAM
15,104.3963915855355,106.61184382632193,VET
16,150.2438051424514,158.81340943652663,VET
17,173.39366762943723,173.807448757191,VET
18,194.2933356254933,194.0146196877272,HAM
19,196.28688958965253,201.23101738666665,VET
20,130.98513848665675,127.499956114065,HAM
21,101.85283733627185,105.6155753727822,VET
22,100.88005094850203,95.90252118868511,HAM
23,197.63677710930256,202.0326265567137,VET
24,249.99417694775263,255.74719073394928,VET
