Minisector,VER,SAI,Fastest
0,250.7917214061799,250.9516148485501,SAI
1,209.54893178439343,207.04934445471136,VER
2,199.505002469102,198.63551276549333,VER
3,244.94681732810668,249.08329735937323,SAI
4,262.6321949990365,265.0445333426526,SAI
5,284.8035393906884,287.06565143544356,SAI
6,160.98028056649494,165.41412551902164,SAI
7,176.12564148325924,182.77884899688638,SAI
8,262.7715078731575,267.6715815299276,SAI
9,291.2967874200979,302.0534708085764,SAI
10,302.7136365028572,320.9136929179804,SAI
11,303.11401593322364,324.31653324907563,SAI
12,108.12383696031827,116.43038211823904,SAI
13,189.85960870944746,178.46361446446613,VER
14,268.2834803697101,266.59939486078673,VER
15,294.8600680406349,292.5321866024956,VER
16,296.0012921329594,300.8440786759812,SAI
17,175.2322742430427,180.04903805322417,SAI
18,206.81014205968253,219.10660304210796,SAI
19,260.37548375828675,266.1233775067716,SAI
20,152.69799246532494,150.76394499118337,VER
21,144.42372061313839,140.0369194531703,VER
22,218.97651574564102,209.064346322282,VER
23,230.25236792625722,228.19920812255032,VER
24,153.21679454348524,156.00118630726587,SAI
25,225.0857142857143,220.83333333333334,VER
