Minisector,HAM,SAI,Fastest
0,305.3469864285714,298.03828059300486,HAM
1,325.5007713476768,315.3808213883752,HAM
2,330.83184518095237,324.4048950601399,HAM
3,322.08535932054656,317.0890256853666,HAM
4,165.90850738410884,159.87688734078267,HAM
5,207.29170627968026,201.15072009661998,HAM
6,229.28434560987017,230.84494898651428,SAI
7,266.1193833003361,266.3127053939763,SAI
8,245.11493446133332,241.58159586399998,HAM
9,156.17087198154704,154.10897472632823,HAM
10,215.9798985346032,221.75904358586385,SAI
11,130.7016206483068,127.55494418497707,HAM
12,232.39343860242946,220.88526404963923,HAM
13,176.80877479405262,183.08589570552587,SAI
14,216.40203248825665,208.91477198416973,HAM
15,237.59158530224443,233.04297816538352,HAM
16,269.2575081916266,257.02663858978354,HAM
17,293.13770768625244,285.9005543051482,HAM
18,148.2687459206403,164.8567567841065,SAI
19,161.88792179637815,157.78683583532114,HAM
20,132.3271029747298,137.15527817495797,SAI
21,224.53596818493506,222.86122997101447,HAM
22,257.72236451245294,258.7553240600673,SAI
23,244.23154254560464,242.12615945977325,HAM
24,272.0733163138322,269.6013237511441,HAM
25,288.87000064,283.2861105777778,HAM
