Minisector,PER,STR,Fastest
0,290.9402737735818,292.6477026105862,STR
1,301.73105250807015,302.425037593985,STR
2,275.67997778986665,302.4420765257143,STR
3,107.7494541937983,104.88023948651475,PER
4,216.69337406258504,221.24768573769697,STR
5,267.57986194511267,279.4261405369706,STR
6,202.09279251857143,219.77324524472664,STR
7,164.47619834208513,152.62373856139698,PER
8,204.81940626880674,203.07200825818748,PER
9,203.37418172298348,218.15296196062354,STR
10,114.79364700512537,115.77856724312635,STR
11,227.7745621937577,226.18176918890984,PER
12,118.23913087954558,120.71041031276893,STR
13,221.75652198420966,209.67270993329308,PER
14,271.3266418389625,266.897309586505,PER
15,212.95378647352274,215.1054735750735,STR
16,192.36979971599524,187.70760402777483,PER
17,239.3062275322864,238.90795776775758,PER
18,192.4161547869264,197.63132384280428,STR
19,186.12286866235323,180.71573101401606,PER
20,263.6504424640542,259.50093278862664,PER
21,288.4368836949281,286.35510272658007,PER
22,167.84367734590475,174.08913054305822,STR
23,204.04043939684658,204.40204680311797,STR
24,270.25309365439153,268.25754618599603,PER
25,284.16,282.2964288,PER
