Minisector,HAM,OCO,Fastest
0,290.02803108810457,286.1433948622222,HAM
1,161.72397885446438,170.5749653581313,OCO
2,172.91668245450023,172.9460212909319,OCO
3,253.99094713634688,256.6998269929845,OCO
4,282.97447919919193,282.05441426813246,HAM
5,251.22325979484884,248.39834896563147,HAM
6,226.51628059654323,226.69141421394474,OCO
7,152.49442697936607,154.7593884696186,OCO
8,227.6616124216889,225.79441086178144,HAM
9,277.54959257981494,277.7653551111011,OCO
10,296.26500636818713,297.24183121964916,OCO
11,302.8733872364827,304.37171513117596,OCO
12,305.74185465797825,308.5372158545455,OCO
13,307.57318374472936,303.5988987050074,HAM
14,134.21264774699293,137.583629382684,OCO
15,123.94448683960108,121.61169734618183,HAM
16,103.05889905867068,102.23479634038183,HAM
17,233.8267496010442,233.22609831875786,HAM
18,285.6946441504974,282.22646014185943,HAM
19,303.923421870548,304.0421631615564,OCO
20,312.87022803640474,314.85389098139285,OCO
21,317.5365497263158,317.37571358844673,HAM
22,125.01136135422496,131.09863853380952,OCO
23,205.7958228143777,190.77151177032013,HAM
24,266.6783066451948,265.3733361316437,HAM
25,,280.1992883016173,OCO
