Minisector,HAM,LEC,Fastest
0,268.6188972382587,269.06624922245305,LEC
1,288.0702649595682,291.02873452013495,LEC
2,285.11035687597706,297.73191029826216,LEC
3,122.68386161699597,122.30803990793483,HAM
4,193.9498658070073,183.90997680823068,HAM
5,248.30218911890947,251.5331776549382,LEC
6,140.63845335903954,139.39410148718298,HAM
7,205.75023730009596,196.2908123993957,HAM
8,256.08423708126446,252.74436244798133,HAM
9,276.36547238861175,279.3305799599783,LEC
10,229.1383700149403,236.19335178207345,LEC
11,171.52868411155336,173.43803823731957,LEC
12,188.88694381082604,183.8658617425972,HAM
13,142.78692021088915,144.246687710892,LEC
14,180.2881231315849,177.86302819814173,HAM
15,158.4575330165451,158.80068421742232,LEC
16,215.4916287621983,205.85876698450102,HAM
17,234.27551981946755,232.66708310528824,HAM
18,237.93815245056206,235.77845424011412,HAM
19,245.08850921675213,249.65924444012822,LEC
20,139.87664950566023,134.71142810999805,HAM
21,134.20781364597008,136.1626673798058,LEC
22,169.40187518227665,159.46910465583642,HAM
23,149.27589033419233,146.0901484903633,HAM
24,223.52756287834515,222.21191681622463,HAM
25,,255.09999893333335,LEC
