Minisector,HAM,ALB,Fastest
0,257.5231736068376,260.76704837602466,ALB
1,136.80631336410258,135.56710515289137,HAM
2,207.2903887409414,198.46514295636365,HAM
3,247.94119068647618,247.2528774181627,HAM
4,255.86461451247166,256.6985515773968,ALB
5,177.63528481370594,176.24654238014432,HAM
6,154.1698674245614,149.9783633160746,HAM
7,187.69368373593863,183.00099051827664,HAM
8,101.6229058313906,102.04348039306947,ALB
9,72.5324227775732,71.20308625560072,HAM
10,101.03269523849238,96.7666279336777,HAM
11,192.9267844426889,186.91171927945578,HAM
12,247.45168314923276,247.8823892622222,ALB
13,269.2372400969697,270.64076342160905,ALB
14,274.3372222222222,282.50875022908684,ALB
15,111.31114015852637,120.31172260720217,ALB
16,158.82737019947027,162.01448359186517,ALB
17,188.9328871351082,186.32896437028572,HAM
18,205.08270233426703,201.42169011960132,HAM
19,215.966997552461,213.6260114629264,HAM
20,139.05768329374305,141.7424919,ALB
21,118.23441827717238,109.84749525768707,HAM
22,104.08811744315744,99.68458721674932,HAM
23,205.20601444838857,200.2457303245791,HAM
24,251.89036280287934,248.16382883333333,HAM
25,,264.9916672,ALB
