Minisector,SAI,HAM,Fastest
0,256.69918803859986,258.8193100741501,HAM
1,135.44197617131312,133.9223883190857,SAI
2,202.83158917746172,202.61908425023344,SAI
3,247.2824914422439,248.66071684832136,HAM
4,256.6403754805195,259.7309927292517,HAM
5,178.9676527925019,179.23343691809524,HAM
6,149.91850674699938,147.0212017652355,SAI
7,183.1614394375065,190.2306021611594,HAM
8,103.01513594823992,101.18361970883039,SAI
9,75.01329342206746,75.32594285675233,HAM
10,91.26667983404809,97.95139845149352,HAM
11,186.94010131156463,189.72326691887056,HAM
12,245.0092561235209,251.06795807392606,HAM
13,270.72904273038097,272.21246072250966,HAM
14,275.82099191794873,283.9101755052698,HAM
15,105.16481880630181,120.58017728389659,HAM
16,158.11447069061225,146.74899966860917,SAI
17,189.962677047873,189.68702927398496,SAI
18,203.37466561284782,204.6783837183063,HAM
19,215.85422526162463,219.49275060201222,HAM
20,141.5679961004329,134.72957362813187,SAI
21,105.12172034127077,115.45478753577353,HAM
22,97.76671209162964,100.68597104721759,HAM
23,201.41443293946523,198.71575752842713,SAI
24,253.684412205874,251.43530652012927,SAI
25,,267.6714276571429,HAM
