Minisector,LEC,NOR,Fastest
0,317.65320198545453,313.92660627422526,LEC
1,323.98892956362437,321.68721087564626,LEC
2,319.8468597095065,318.1418184117649,LEC
3,189.27131140063491,197.6235137335941,NOR
4,128.74994520335719,124.0266955036296,LEC
5,261.2384083774359,259.11311167916136,LEC
6,297.3724850638095,294.67396725606545,LEC
7,307.3798958114286,308.6297183759987,NOR
8,266.54012935454807,276.7976025562967,NOR
9,145.80096762214654,145.3061393478977,LEC
10,212.8479357258835,211.62350001351479,LEC
11,219.08106207726206,213.75347914713265,LEC
12,193.1081411582404,192.77052205573605,LEC
13,264.6811850727562,263.22341454120067,LEC
14,300.54194674873855,299.71195852033037,LEC
15,312.4268181006699,310.048,LEC
16,252.07633061189162,255.6008533087154,NOR
17,207.2245198222054,215.3775933649539,NOR
18,271.77651009015875,271.9605382289609,NOR
19,304.11475231117794,301.8443784380093,LEC
20,312.83246692250464,315.1981097106173,NOR
21,294.03145371428576,294.6731430794203,NOR
22,207.99302058653265,203.53277869314374,LEC
23,263.08706487265306,263.73978875652807,NOR
24,301.2408698224738,297.36074021326823,LEC
