Minisector,NOR,RUS,Fastest
0,278.3171310811947,275.7096921859364,NOR
1,298.4426557386766,298.06579888126987,NOR
2,298.95017011809523,300.5280451753383,RUS
3,183.22936163115133,186.6509122446011,RUS
4,117.82227898695666,115.04919989263931,NOR
5,241.26687300720235,236.68248022957582,NOR
6,282.282444935766,281.3879045984107,NOR
7,294.35608542698566,299.4745823893333,RUS
8,182.48809806211997,174.75886725916519,NOR
9,144.5976882650608,137.27188045651215,NOR
10,251.83451503869713,250.56063661741535,NOR
11,290.0338064202616,289.11308228675324,NOR
12,292.1546655363975,301.5211460208428,RUS
13,265.5021522147,281.9947712602597,RUS
14,297.15977072761905,305.13941181686243,RUS
15,300.2456359903455,314.57667668516746,RUS
16,247.30623170556066,246.094964598687,NOR
17,226.4068545630226,221.44089086138897,NOR
18,281.9800259318212,276.70080461085126,NOR
19,305.75839021865227,304.7225301257143,NOR
20,309.64676114610404,315.05524077485717,RUS
21,241.10933553228548,230.2840989701763,NOR
22,261.30886973018505,258.0420266810582,NOR
23,132.6981829755002,134.58883684035789,RUS
24,221.10028647854546,204.0511200155374,NOR
25,,254.16500096,RUS
