Minisector,VER,STR,Fastest
0,253.6629344033184,248.2702349975593,VER
1,224.275811776358,212.36183687958976,VER
2,209.13605977160802,209.89807395685784,STR
3,257.10511623245657,258.10324865811714,STR
4,270.6061069316797,271.6930417941043,STR
5,288.80750651259257,288.3967467344855,VER
6,159.48899791494955,170.52284074110335,STR
7,177.44743430742164,167.2583709951626,VER
8,264.9259274971429,268.6583037038326,STR
9,295.6276022494661,305.10421008504204,STR
10,306.67174377601367,323.268423266123,STR
11,305.9098780270384,322.3058394872148,STR
12,115.09023322201494,113.66860345118683,VER
13,174.9034001300559,190.37101766314854,STR
14,267.1071373532721,277.89519434291066,STR
15,294.95001882364596,313.22197249859846,STR
16,300.01666731789476,316.5164842954166,STR
17,190.84757089007806,187.50869053381567,VER
18,223.8071284181598,222.44518556540828,VER
19,269.92106144632345,262.9788006423428,VER
20,151.89883064082923,147.350523165221,VER
21,143.53251551092907,141.17739560548605,VER
22,213.8768857686075,214.20138838553825,STR
23,237.95740760408006,227.95495513570205,VER
24,157.82713304517137,157.22443148502063,VER
25,223.8499968,,VER
