Minisector,VER,HAM,Fastest
0,275.56810115030146,290.7676129714157,HAM
1,143.45973793292805,142.71307690720099,VER
2,223.58888015075567,213.46646181847353,VER
3,281.5232665606455,269.9654063912827,VER
4,306.57560476515846,314.77895230988685,HAM
5,298.6267479359569,313.56305455258604,HAM
6,155.39675422981853,147.99522951719015,VER
7,236.0252153436886,250.96764236832865,HAM
8,108.17962872997018,117.47354532286313,HAM
9,176.71752603886142,152.45517765461022,VER
10,275.7756633441223,274.6148404679261,VER
11,298.2418541244784,300.4277363924567,HAM
12,213.8246643355455,250.0197794849331,HAM
13,175.3640252404457,150.8104063242173,VER
14,279.10564770001054,270.05160675788335,VER
15,306.5428686075607,310.6637606492037,HAM
16,319.290989690086,324.83714905190817,HAM
17,324.244718756815,334.85874976969694,HAM
18,327.63277774222223,339.20424109714287,HAM
19,321.8625460894788,333.7143627537045,HAM
20,178.47371358459927,220.2889843390806,HAM
21,181.97923258552484,155.55300579676242,VER
22,278.5986068082347,275.49361277242747,VER
23,308.86440616699866,311.45493532475746,HAM
24,318.71971602194986,324.00441769651894,HAM
25,,320.7644111722916,HAM
