Minisector,VER,PER,Fastest
0,285.97583047978196,281.8640350315789,VER
1,160.00610524202483,156.2985320755837,VER
2,172.8294051410101,177.25155891087854,PER
3,249.60761829159512,246.00938355245148,VER
4,282.4969195160091,277.7689917313016,VER
5,248.27040593902368,246.50199065671393,VER
6,226.7364299134694,227.44896895445342,PER
7,158.3451073718656,158.49309040786815,PER
8,233.182187527384,230.06793618751897,VER
9,278.1205567106221,277.3574397658874,VER
10,296.39836716843536,296.38020472876957,VER
11,304.7436645023888,306.3660515707936,PER
12,309.0058927817143,309.72676767030305,PER
13,306.5375298961378,305.2903024754298,VER
14,136.4233528669611,122.30042509603861,VER
15,120.59691776731084,109.19518285057131,VER
16,95.91733902264612,102.8658891381839,PER
17,230.87106383726086,238.5071023009524,PER
18,282.28813740190475,283.85440911460057,PER
19,302.38512519227953,303.2870241961267,PER
20,314.284644587726,314.4126625102222,PER
21,315.2131060214668,316.20355656761905,PER
22,121.06716170865445,119.12600342025287,VER
23,202.38749713617744,212.2916333579082,PER
24,267.81153377212,264.21685841154476,VER
