Minisector,VER,PER,Fastest
0,278.9673821491108,277.747979064818,VER
1,295.6685099804359,294.9622950384486,VER
2,242.5073499841895,223.03268817737612,VER
3,120.17706297777612,111.39693345551258,VER
4,138.74124805706253,138.86080682214967,PER
5,251.7225636751198,251.93302020715137,PER
6,261.9516630259138,238.43500261978022,VER
7,129.10935983868254,124.30749724920841,VER
8,246.07889341033786,249.1466264224855,PER
9,264.7351311288479,254.12308555789198,VER
10,215.03406140773552,200.0038303702626,VER
11,148.79815834129315,140.0323786397132,VER
12,211.55497560591417,214.44798971838202,PER
13,261.55659634780824,248.28176632387962,VER
14,119.77091471459131,111.38071682019216,VER
15,196.4873998490067,196.27381453815266,VER
16,256.8804029799129,261.0194120727657,PER
17,284.8476885615993,288.2696964156004,PER
18,295.31754498890996,301.40672649144955,PER
19,299.8552083733333,306.64583338666665,PER
20,302.35437514666665,308.8931621411306,PER
21,164.3136576089771,126.92649260054111,VER
22,151.10614483538066,183.48386615500053,PER
23,201.53634965185958,186.43913878498793,VER
24,235.7447944744515,243.3166679935552,PER
25,266.8500032,,VER
