Minisector,LEC,SAI,Fastest
0,276.26880063635303,272.17129408163174,LEC
1,295.21686850030454,289.1543593155561,LEC
2,301.31587190075606,294.2313117387014,LEC
3,126.92165825186075,123.92284391503665,LEC
4,200.40714648398918,198.84271774022076,LEC
5,259.87790198986494,253.32338493995968,LEC
6,139.056372207406,136.7199546742779,LEC
7,208.72817060703466,211.64614121669507,SAI
8,261.9954518207464,261.14975204230456,LEC
9,284.09958335636543,281.30687203892774,LEC
10,241.07137060474219,227.4223971052598,LEC
11,178.92758966075857,174.84493464655858,LEC
12,194.99676032845923,201.702142476123,SAI
13,145.13977970135278,141.98420249884737,LEC
14,177.51090074354735,176.2566949092582,LEC
15,162.10995599693925,159.40621548139703,LEC
16,220.54061993312177,224.62617427675767,SAI
17,235.93268702058282,232.1937984760353,LEC
18,244.8335460808123,244.43111533854932,LEC
19,239.51776410598228,234.7542405213405,LEC
20,146.13685938978742,146.4608511951907,SAI
21,133.72555286620965,129.47972399612914,LEC
22,171.52014926712,173.6785866832818,SAI
23,149.67204534671842,150.45038211120797,SAI
24,234.26003353532292,235.22526502520518,SAI
