Minisector,NOR,RUS,Fastest
0,280.5898864724647,280.62195599050494,RUS
1,299.5082559284472,295.5902950109519,NOR
2,301.2745289524436,289.2019283324445,NOR
3,179.67135219064807,177.43044641196624,NOR
4,218.3119955638871,223.9477781026274,RUS
5,204.44640970445832,203.73380179676954,NOR
6,179.7910635842735,179.5527762356524,NOR
7,202.40818193864266,207.35540080299032,RUS
8,255.40327784910053,258.3450771425641,RUS
9,264.6596008100251,264.247557434822,NOR
10,164.16567306181446,167.82666040895901,RUS
11,236.80979446693877,238.1514649741339,RUS
12,115.24354223003529,119.80906476689395,RUS
13,223.2792254873623,218.93474796433404,NOR
14,277.3593518412121,274.4138256349681,NOR
15,292.5151055704924,292.3362498618182,NOR
16,210.40125124644496,215.9493779100936,RUS
17,185.92517816708659,182.20017664332747,NOR
18,268.03966828753624,266.1465451629437,NOR
19,292.13974352352193,289.38910684675324,NOR
20,303.6783896786092,300.6457312150245,NOR
21,305.14607906086957,300.33916814568545,NOR
22,270.00318520857144,280.26916733201926,RUS
23,113.43018195119495,117.52829802513479,RUS
24,231.35695331141682,236.91086295519273,RUS
25,265.8071442285714,266.50357028571426,RUS
