Minisector,VER,LEC,Fastest
0,286.5438667929051,285.32531623334165,VER
1,296.0463769043478,294.7095906690282,VER
2,285.9299633073819,287.7612357729637,LEC
3,119.28146519910611,110.59343692530894,VER
4,221.0231201032258,220.36902869333332,VER
5,273.5369121461883,271.38480197186914,VER
6,228.02110755555557,218.91703398172112,VER
7,161.9495100261932,159.8791153521292,VER
8,217.65238032380952,209.69582801838453,VER
9,221.21885651247146,221.3486962481198,LEC
10,122.84848295110257,118.62872995804979,VER
11,223.25206422349208,229.16626117205422,LEC
12,128.31904192529282,126.50509308756483,VER
13,225.18311708444443,223.81935627375702,VER
14,277.6345719832381,277.42274342222225,VER
15,231.0734847074996,218.6440126770215,VER
16,192.75490321568628,187.68233360649955,VER
17,245.95637925910884,242.24483862580385,VER
18,210.9526863139785,201.1087180675797,VER
19,182.2806443995327,178.22052003501895,VER
20,263.8660497414319,260.9788798691469,VER
21,285.3433841856502,285.6841497344224,LEC
22,181.90889112471663,175.16452213824343,VER
23,214.12619252596008,214.3001820500656,LEC
24,268.7772049759504,268.008012836716,VER
