Minisector,VER,PER,Fastest
0,248.46670519966312,240.16259036428633,VER
1,292.79055456053976,275.03391533968255,VER
2,170.47493332466416,179.461293781949,PER
3,166.09537005908962,154.3316004024932,VER
4,257.80134599599415,255.98807595743304,VER
5,264.8929823399553,274.2680750022777,PER
6,220.03553245025728,225.21335737574455,PER
7,191.33245164356126,198.06859061096935,PER
8,155.80096034599833,155.2619576749633,VER
9,210.1155461247668,213.13003543209788,PER
10,270.73237983981556,269.7696230464554,VER
11,122.02328198342093,121.19812445987449,VER
12,208.13850446170892,204.8023275344876,VER
13,277.00956527912166,271.6782489251196,VER
14,305.5258343995939,292.0367034742642,VER
15,322.1247780705096,301.188066693237,VER
16,260.17072640678265,250.66279236248195,VER
17,129.2582277575864,132.33912828732565,PER
18,132.60550069647334,131.46500515668052,VER
19,119.62975269663309,122.54188391159659,PER
20,224.86420520634923,221.03944112573697,VER
21,250.88778507889876,252.07512021635947,PER
22,225.98578318444368,237.88088591942056,PER
23,207.1087165762605,214.00343657247788,PER
24,135.4980324672097,136.4744478877277,PER
25,215.925,207.2562464,VER
