Minisector,VER,GAS,Fastest
0,298.6266713405709,294.08921079780663,VER
1,240.8839929826581,234.41540364811286,VER
2,130.60047894460192,132.15835970696827,GAS
3,239.0675018225067,237.62605079034628,VER
4,192.2223718805054,182.67757015896973,VER
5,237.87943287085318,235.1677275081204,VER
6,220.9324770080366,221.72988086830944,GAS
7,250.42341035205936,244.6228171238095,VER
8,282.6522669186674,281.39508684384,VER
9,215.76498980656524,208.57635274074073,VER
10,203.62311413760142,194.45134700516542,VER
11,270.87286858666664,266.65530739149204,VER
12,210.85413676257008,207.74923878308243,VER
13,249.89667188802986,243.4005636569677,VER
14,291.65989098152136,285.2099234830688,VER
15,307.2516961701587,300.439180411993,VER
16,313.66813267275336,302.72934986666667,VER
17,243.39580424314872,232.9070953471243,VER
18,261.7644590340663,263.8101679865201,GAS
19,296.69912076579675,290.77989521771184,VER
20,310.4394937303167,304.2017821972061,VER
21,312.10321017454544,305.1056953047895,VER
22,147.29671054863724,151.69987411324828,GAS
23,228.69244465277342,224.87946660794344,VER
24,285.07696361419914,276.90002659965813,VER
25,294.5374992,287.8937504,VER
