Minisector,PIA,HAM,Fastest
0,281.41193589589466,281.8659765127806,HAM
1,297.1509896133333,297.50035806653966,HAM
2,292.7499294309957,291.1137230766497,PIA
3,176.90728374419444,182.04047501837053,HAM
4,219.746964216237,220.73766665058199,HAM
5,203.919993184012,207.49047500617553,HAM
6,180.51226703915344,186.37386419332995,HAM
7,208.32452136382653,213.71118550422725,HAM
8,258.89326158611584,261.8612995565525,HAM
9,266.7370548051649,271.3704650811415,HAM
10,165.92378365932703,166.8462627707519,HAM
11,236.94653257624026,238.38902462330228,HAM
12,118.06805960680404,115.66679386385859,PIA
13,222.4242111853553,223.71708531541103,HAM
14,276.40047239770485,275.732687761679,PIA
15,289.43691338632965,293.49837596671125,HAM
16,216.9336042682316,215.31005584988938,PIA
17,187.52606052046175,190.7528414447392,HAM
18,267.67054255171905,264.7091391123141,PIA
19,292.4411511205772,291.2204062521457,PIA
20,303.51819358061226,301.35137321469387,PIA
21,303.6582646035978,299.85038506061983,PIA
22,260.5569199219514,254.130235464257,PIA
23,117.86988046790374,119.50231689163299,HAM
24,238.1804015864643,238.18024871802135,PIA
