Minisector,VER,RUS,Fastest
0,326.59965120701327,322.29666103335785,VER
1,336.50178810561323,332.24397532113517,VER
2,333.4646033192868,333.53954365079363,RUS
3,196.75084418054155,192.73269369543942,VER
4,131.18539534908004,126.32520282883232,VER
5,268.491780004794,266.8533639376938,VER
6,304.30483539694086,300.63218096250023,VER
7,318.1723824323882,315.59535158599897,VER
8,276.91826212052877,274.65102708337463,VER
9,146.05216030795134,148.44825127452918,RUS
10,224.3679398578597,226.88859244913007,RUS
11,233.82846511501307,232.49231379731378,VER
12,207.8747975911549,207.45214469402683,VER
13,279.8365956519712,272.16287447197874,VER
14,311.86754808990474,309.7702911230327,VER
15,324.9116439448068,320.11861111111114,VER
16,278.715478367205,266.2171837179004,VER
17,223.43620464738538,227.39882178932177,RUS
18,279.1155193164001,282.0141351538285,RUS
19,312.8263753004572,310.6238473167045,VER
20,324.67341047308645,320.33261538913956,VER
21,309.6096542098551,291.2628003193526,VER
22,227.65936809011168,223.37275641025641,VER
23,275.76631634108355,272.83144114320663,VER
24,309.8683783803896,307.3008297258297,VER
