Minisector,VER,HAM,Fastest
0,304.339996256,290.00550061783485,VER
1,159.4995307469398,152.37437759465774,VER
2,153.70715386563063,150.8788600601548,VER
3,235.83322378239998,230.99469807468478,VER
4,286.41598924634303,292.97777639055903,HAM
5,288.22979794882156,300.29801192727274,HAM
6,146.7138868581755,153.2458182959495,HAM
7,148.78076848851046,139.10505835249214,VER
8,142.72791291714583,141.05861972349715,VER
9,190.45211395749686,183.62050710925206,VER
10,132.18976822323415,132.91321470902423,HAM
11,126.6686788839247,126.34648897344516,VER
12,162.49698823548346,153.35170564557097,VER
13,267.1637342741864,264.5568208965581,VER
14,297.7285651437037,293.50860130042514,VER
15,147.3001164038951,156.31268100661728,HAM
16,208.22362268743686,212.5455608460991,HAM
17,170.9528345027916,164.75302205059583,VER
18,271.85484984300143,267.9968257108225,VER
19,297.7031345801595,296.4187377694851,VER
20,312.38354255312794,309.3082460561144,VER
21,321.2037880193939,317.7622441076023,VER
22,325.9460606836364,322.52756592842104,VER
23,327.7113487157895,325.3209326526984,VER
24,328.3829561904762,323.65474053862437,VER
25,,318.08703691851855,HAM
