Minisector,VER,RIC,Fastest
0,295.520237968254,303.3605354819048,RIC
1,297.78651859585557,306.00172311578945,RIC
2,288.48333413333336,298.9298538160618,RIC
3,224.38011264204806,221.7588164923077,VER
4,221.04099661128205,220.99794967128142,VER
5,121.76074153502046,118.20713243809216,VER
6,228.099254749523,220.59276558017956,VER
7,266.7600071039635,263.356158515942,VER
8,217.89570627750916,215.42876382290936,VER
9,124.5905989962453,121.68663993080455,VER
10,239.93419463139693,237.00989431746032,VER
11,251.432542444794,249.55634133333334,VER
12,138.370801320784,133.2031826805475,VER
13,219.70123238941798,217.25390749440183,VER
14,265.72916630929706,264.7184520126984,VER
15,223.1326216216237,217.43499786150983,VER
16,173.49931985565345,168.44081289476335,VER
17,242.61882943982073,240.91963148525042,VER
18,126.42254433914079,121.89669630848584,VER
19,154.0618388994709,145.89869338715283,VER
20,205.25646924836545,203.89834566797103,VER
21,255.1838758426501,256.2798589024402,RIC
22,269.7504632011899,273.54366612266665,RIC
23,279.68670437117663,284.85244612250034,RIC
24,288.93195447819545,293.7548329386667,RIC
25,293.0,,VER
