Minisector,LEC,SAI,Fastest
0,273.2762166013288,276.9403792970472,SAI
1,294.2146215539859,300.31076386666666,SAI
2,292.4602431111111,295.89553530828715,SAI
3,185.37425994016036,175.81112954240427,LEC
4,117.8400643793884,113.84807860394929,LEC
5,234.72300783184468,234.31559084731182,LEC
6,281.3054283152009,289.08683296426665,SAI
7,295.3149998506667,301.2431671466667,SAI
8,181.11241192977735,175.06014397483025,LEC
9,141.4756435942378,138.8310243982274,LEC
10,247.9164006568981,249.73045936551725,SAI
11,285.05200042666667,290.5079259707593,SAI
12,296.3489098122863,303.36922148571426,SAI
13,276.5852843548992,281.80599642186945,SAI
14,293.5773067936508,301.4184887559974,SAI
15,296.6009080448169,299.8154766019048,SAI
16,257.94798753103447,239.97039283506098,LEC
17,221.17925484675587,222.86931762424243,SAI
18,275.5148154469136,281.82654932229684,SAI
19,296.6404115605887,308.9432041714286,SAI
20,303.2506665386667,312.65172074314955,SAI
21,234.70373993766756,222.79781758614718,LEC
22,261.31439179561346,256.480194392788,LEC
23,137.66222867357038,129.09342675095365,LEC
24,208.54706481818283,216.31841557056276,SAI
25,254.3250048,,LEC
