Minisector,HAM,LEC,Fastest
0,301.1869938533333,297.883928431746,HAM
1,303.43859649122805,301.6491227508772,HAM
2,299.49379398130736,301.65796077886347,LEC
3,236.45200166400002,215.41466168888888,HAM
4,223.9959033809653,223.52503048144808,HAM
5,123.58149231504831,119.40640751719013,HAM
6,231.79453965048302,223.96399880533332,HAM
7,270.33710228752835,264.4439390545454,HAM
8,219.7332641213194,237.91672564891053,LEC
9,121.74790373678393,122.00853959506476,LEC
10,241.94776253047652,238.76775262608697,HAM
11,253.67898731594204,247.9975701777778,HAM
12,137.78767380027801,135.77561257881945,HAM
13,224.4291383235385,218.73951659775258,HAM
14,269.5859099835299,264.00984814545455,HAM
15,230.2324092830476,223.91604029029597,HAM
16,177.81084152816183,164.2144708671029,HAM
17,246.71177470144926,244.06376491876856,HAM
18,127.71167555749466,127.73645326376811,LEC
19,152.6386240621715,149.52936306394483,HAM
20,209.0783177140756,202.0729665050903,HAM
21,258.89166519641566,255.87435354985294,HAM
22,275.5471128304762,272.61456828952385,HAM
23,285.92122966349206,281.8763887238095,HAM
24,295.73145808,290.26829545864666,HAM
25,,295.1666666666667,LEC
