Minisector,VER,NOR,Fastest
0,291.5421192389417,284.7216871977143,VER
1,303.06282283318563,294.0599069361879,VER
2,308.19947701125545,299.41651508175045,VER
3,309.5580247308642,299.65743062320985,VER
4,204.03522786349205,196.57055603309968,VER
5,213.41766691294782,213.2310484107592,VER
6,264.6188975987586,263.7776918780062,VER
7,270.6604552290899,260.3186504486957,VER
8,191.95796896218744,192.22884179911355,NOR
9,156.25803784534932,144.83580779662344,VER
10,186.10747599938696,181.97159587950617,VER
11,258.87895426053313,255.9781792128436,VER
12,253.865617442643,240.76567275336237,VER
13,230.91774928422362,223.67393128786654,VER
14,272.35922128269675,264.94104057600083,VER
15,164.69973681265225,173.30594519711732,NOR
16,215.25850129628867,218.8272118569711,NOR
17,241.53443641154325,233.4917894446347,VER
18,137.18489649543858,132.57552553720092,VER
19,237.17157252551112,237.45766763213712,NOR
20,276.7473985077414,272.71182626291653,VER
21,246.36963471559284,248.6646807513747,NOR
22,142.8267935401888,134.77302885884362,VER
23,213.0007978353131,206.32017501708313,VER
24,268.6408946303548,266.7462138460952,VER
25,282.47142765714284,277.0541664,VER
