Minisector,VER,NOR,Fastest
0,261.76529527429415,254.7714910054136,VER
1,297.31357649642706,281.98999984,VER
2,157.2879170882447,164.63051495812513,NOR
3,165.28229071372547,170.4039256640285,NOR
4,260.9732076417577,262.0467260626474,NOR
5,270.5561013587302,269.6742700051948,VER
6,227.59262752029136,221.55049703870034,VER
7,205.32310786394558,199.09310377931035,VER
8,160.77241441625372,159.61946117216186,VER
9,234.97370346153096,225.95236315536857,VER
10,275.729545939394,276.49867355151514,NOR
11,119.30156783491259,124.03312358721261,NOR
12,223.1328055032967,221.05470714812722,VER
13,275.43736906671614,274.0445068606061,VER
14,293.3405699368421,289.60874976,VER
15,295.78968253968253,295.06541658666663,VER
16,210.44030272451496,218.76296794074074,NOR
17,133.82170724532563,137.65843051162793,NOR
18,140.19329524248238,140.61458796548257,NOR
19,123.25601052865358,125.51141703483673,NOR
20,229.33133282133335,231.99081496842692,NOR
21,255.87365842093104,260.17500704351636,NOR
22,235.5508217715928,233.53378578416076,VER
23,219.6822524205128,216.22620488650057,VER
24,148.08898836825398,140.8257456369195,VER
25,,225.11249706666666,NOR
