Minisector,VER,RUS,Fastest
0,290.64675744862257,287.8369932214665,VER
1,302.808650637545,293.1511597339194,VER
2,173.04166064105178,163.48729003803987,VER
3,226.73301203023865,221.70419113771732,VER
4,274.4180318044444,268.5893458680112,VER
5,294.71337198271635,289.00896892026145,VER
6,302.82284249026424,298.04765453605444,VER
7,178.4929276186549,163.10405229714286,VER
8,131.65293427254082,126.29149908396222,VER
9,250.40963001000569,246.2071954225037,VER
10,285.28458457405276,280.61389742406857,VER
11,301.13291637333333,292.7569993386667,VER
12,156.73708563013065,141.40912919235012,VER
13,186.964309184,186.18530447171844,VER
14,259.64633319718,252.76577093437294,VER
15,219.8563777357576,205.2280218744179,VER
16,226.3833660596664,208.98189903417492,VER
17,224.5973910707224,209.29313426136062,VER
18,250.53266293348725,235.30054644875423,VER
19,279.61505486365184,272.2272355316369,VER
20,298.64167293275614,291.3992158512045,VER
21,272.6558337323809,262.3317130195128,VER
22,231.1909217235921,221.77256877005962,VER
23,209.14071087688453,206.60795610389613,VER
24,265.0066284923906,260.597632138005,VER
25,280.3090909090909,277.63500288,VER
