Minisector,NOR,RUS,Fastest
0,270.92827709283836,269.3410740093871,NOR
1,287.25049071407403,284.88514695314285,NOR
2,292.6454845098136,283.33203643789034,NOR
3,127.80736396100038,127.10073108098764,NOR
4,193.0471364116511,197.9188673344298,RUS
5,253.23727930145904,256.4674740506035,RUS
6,142.48028916204737,149.35286766053144,RUS
7,209.16057859726206,209.88179233108767,RUS
8,256.40782508382875,257.85327157373524,RUS
9,277.0347338487395,278.75017623384616,RUS
10,245.11663545112782,249.38714379682537,RUS
11,183.84484303941392,188.4057238391523,RUS
12,195.22843165038137,196.58142942367382,RUS
13,145.36674521751337,148.7070411109524,RUS
14,179.25059218351254,177.53028649389537,NOR
15,160.7272364710787,166.57785828053332,RUS
16,220.92601296888887,217.43598154295887,NOR
17,240.60129209561833,241.11642917925928,RUS
18,244.9119567977938,242.76573885791603,NOR
19,240.32181521471327,241.86281386924793,RUS
20,145.81785573672371,147.0761412344198,RUS
21,131.8136269317624,140.36613515805675,RUS
22,169.7263437302806,162.93595275398096,NOR
23,155.0862408649178,158.87224691127378,RUS
24,233.2430161922902,231.0058646653968,NOR
25,,257.69791466666663,RUS
