Minisector,LEC,NOR,Fastest
0,324.0299603809524,322.4640592253968,LEC
1,331.98161240684544,329.72337973333333,LEC
2,331.5491227508772,328.9749998814815,LEC
3,174.86743512595456,168.37933927432636,LEC
4,133.56381961010473,137.06279942626261,NOR
5,273.11866254760014,271.3157817909307,LEC
6,305.60666337952034,301.9206181869151,LEC
7,317.9818750933333,307.3125,LEC
8,261.7862830052833,253.58759280577718,LEC
9,155.19614647999998,150.98807279962085,LEC
10,221.1912122820781,216.05379551678266,LEC
11,229.84547634402244,223.3905613442177,LEC
12,199.18307398889593,196.3691443732602,LEC
13,279.30893783188407,277.0343177076605,LEC
14,313.31337734736843,309.9614884114286,LEC
15,326.2246173536868,316.54120716190477,LEC
16,249.94733201066666,236.61190272451498,LEC
17,213.453779566808,219.41626089791936,NOR
18,278.4569810562771,282.2804661748918,NOR
19,313.2556231763636,312.69690512,LEC
20,328.3002844723239,323.45288689523807,LEC
21,297.49345127619046,280.4395813818182,LEC
22,210.00829191254215,207.73057565976373,LEC
23,274.48162923636363,276.25000055652174,NOR
24,309.99288229469477,309.6218813409174,LEC
