Minisector,VER,RIC,Fastest
0,247.90206491257084,249.41195591594584,RIC
1,280.8165631006211,285.57604533494793,RIC
2,193.11311157849673,179.65456704111116,VER
3,152.31039570001292,154.18184859533037,RIC
4,258.8199071604938,259.41210362912625,RIC
5,268.4036856485696,264.45464713846155,VER
6,223.77763914666667,219.65124821886494,VER
7,195.3450229827991,192.52435371537416,VER
8,151.34589595154222,146.62454716356106,VER
9,209.57217197619048,215.28165040424142,RIC
10,274.9448333482667,269.02352648029466,VER
11,127.09583409382715,118.61727390428038,VER
12,202.4861101381818,219.8778698978463,RIC
13,268.4737178666667,273.2354778854229,RIC
14,287.056965543437,291.0076891997602,RIC
15,294.580303030303,298.5802239126014,RIC
16,256.14806301092324,221.95221112151341,VER
17,134.89728418935775,132.92990099041114,VER
18,129.25690242344322,128.89938212945316,VER
19,121.36456669528445,116.18348730915474,VER
20,223.87590443367682,229.8778437635164,RIC
21,256.71739865387144,250.3531677877551,VER
22,245.26717740408162,225.98565260542352,VER
23,224.3432066608055,204.2195017859944,VER
24,138.73034992691638,135.25015578034387,VER
25,206.0,,VER
