Minisector,RUS,ALO,Fastest
0,275.08746872242426,293.6317923641311,ALO
1,157.23213382935162,151.59169416278402,RUS
2,146.428662771811,136.68888303955893,RUS
3,221.8701581383572,221.0967577232784,RUS
4,279.3343577898137,285.23380000000003,ALO
5,276.6923917336506,280.49583561571717,ALO
6,142.89118888391857,136.58275762045926,RUS
7,141.95818968374778,136.72686591026837,RUS
8,137.54710525123127,134.2545669593659,RUS
9,189.12420994589567,186.60068556046778,RUS
10,130.6212748889441,129.50724233748613,RUS
11,120.31680250191619,115.95556073413219,RUS
12,166.507054895413,163.39624657833014,RUS
13,265.0890671920773,266.6954664695886,ALO
14,282.6851242287521,288.7504589603865,ALO
15,144.9091547322121,143.33258551360785,RUS
16,206.292605223765,201.1759977631818,RUS
17,175.47718068912377,171.6506014151258,RUS
18,267.58387071410795,272.47524829868024,ALO
19,288.5144444789611,298.52264177922905,ALO
20,300.775905916753,313.35819972173914,ALO
21,306.9100287985418,321.7003222242275,ALO
22,309.6641362215734,324.6630050666667,ALO
23,311.205015712364,326.8129167030303,ALO
24,309.02748205835746,321.4097886762361,ALO
25,303.8458336,,RUS
