Minisector,VER,RUS,Fastest
0,285.97583047978196,280.03725054839003,VER
1,160.00610524202483,151.06787495985893,VER
2,172.8294051410101,177.43798273522285,RUS
3,249.60761829159512,249.77236125102368,RUS
4,282.4969195160091,280.7466079344427,VER
5,248.27040593902368,243.70847859938715,VER
6,226.7364299134694,225.88809458637587,VER
7,158.3451073718656,157.3377163842735,VER
8,233.182187527384,230.51537469561907,VER
9,278.1205567106221,279.7053844125888,RUS
10,296.39836716843536,297.0725472141033,RUS
11,304.7436645023888,304.45149828322394,VER
12,309.0058927817143,307.30341539954657,VER
13,306.5375298961378,297.79373801373737,VER
14,136.4233528669611,132.81606012085467,VER
15,120.59691776731084,118.88143157708991,VER
16,95.91733902264612,97.20231136993836,RUS
17,230.87106383726086,231.43072203998372,RUS
18,282.28813740190475,286.2626267230839,RUS
19,302.38512519227953,301.9602082222222,VER
20,314.284644587726,309.73048030427265,VER
21,315.2131060214668,308.4727385443001,VER
22,121.06716170865445,133.71049018779158,RUS
23,202.38749713617744,202.00012573865953,VER
24,267.81153377212,265.7464693775007,VER
25,,279.06428525714284,RUS
