Minisector,VER,RUS,Fastest
0,277.8210309039859,272.014822944903,VER
1,302.4635560330328,289.03812139384416,VER
2,307.8116208923249,293.30763691,VER
3,124.34550909564148,122.39319860934786,VER
4,197.16143321387946,196.60840051870755,VER
5,256.512201989418,254.99527361539714,VER
6,143.6802547980209,142.02651767046584,VER
7,201.21700630728608,203.4021225722964,RUS
8,257.1665522906667,257.5935510103258,RUS
9,278.38805668705584,279.3702032597572,RUS
10,236.11319859327133,237.90740729795917,RUS
11,176.21671662281838,174.52274708816327,VER
12,193.90516297863317,199.02251216412986,RUS
13,136.3672197103752,143.64002179056016,RUS
14,172.26506983105472,180.1342947949882,RUS
15,160.4022548397369,167.01539560489798,RUS
16,215.74180537142857,222.3036780376227,RUS
17,234.06964177724672,238.62742818684805,RUS
18,241.43567464918956,244.38520360182778,RUS
19,236.04362365737373,229.25632151752077,VER
20,146.62688647335037,151.96608800425656,RUS
21,135.4794403151235,127.29663651006436,VER
22,172.08657231746034,171.78599759868638,VER
23,154.42178843531022,156.63600058085217,RUS
24,225.95469763151516,231.82329760415584,RUS
25,254.7857170285714,,VER
