Minisector,HAM,PER,Fastest
0,291.57265029774436,294.81929835789475,PER
1,241.48713986216453,220.46321794801125,HAM
2,150.08819368888888,143.99266935880155,HAM
3,230.1506712665102,222.67114910116405,HAM
4,167.03515683333333,158.44300406752487,HAM
5,177.275164350384,169.68627023292933,HAM
6,249.76249945396825,247.49787307597745,HAM
7,272.96166645333335,270.9081251047619,HAM
8,281.10241218245613,279.2763157894737,HAM
9,273.8921057122807,263.41589216761906,HAM
10,253.38730143492063,243.20963777300648,HAM
11,256.07122570582015,243.34118373330597,HAM
12,218.72812573333331,208.29455093333334,HAM
13,150.84945775800796,138.71519306228072,HAM
14,164.05669258528138,152.3382653164849,HAM
15,188.7184093472662,186.1079650783968,HAM
16,258.5367057777778,255.98627919988235,HAM
17,249.341452887909,239.40603114820976,HAM
18,120.05400613461885,118.77112707701785,HAM
19,203.65145172912665,201.08570440259172,HAM
20,200.41719621305114,194.76117070732562,HAM
21,234.06627888997164,233.06331496083538,HAM
22,264.84323661027486,264.5462799771429,HAM
23,281.70739312280705,280.71901295704623,HAM
24,292.456385762145,290.3668982518518,HAM
