Minisector,PER,NOR,Fastest
0,283.4921674479214,279.5681953316017,PER
1,147.6112854934123,154.15493791535638,NOR
2,146.8052909965715,148.6314690246691,NOR
3,223.58373688474202,222.7840303466428,PER
4,283.71843692022264,278.93313288195003,PER
5,287.86921784470275,275.89417226179893,PER
6,142.22419462419552,138.9396024858884,PER
7,145.9897813969263,135.3457065266651,PER
8,142.87998976372924,140.49617658320207,PER
9,192.60207945231934,178.5331482857084,PER
10,131.82279371833656,123.94242444643933,PER
11,122.5261919797154,121.25535233565579,PER
12,161.47830278744289,155.33256691389053,PER
13,266.13372042045586,262.0509733142058,PER
14,290.9722796143251,283.3730300757431,PER
15,152.68803513729424,142.9438973714802,PER
16,204.13276553642908,199.72720542765902,PER
17,174.53605642820858,168.68308201013065,PER
18,271.09236497212584,265.4791038825056,PER
19,294.1481150793651,288.1027127877586,PER
20,309.9063708043625,301.723068312381,PER
21,316.92801599061244,310.85242606522365,PER
22,320.55095030643275,313.54150251959595,PER
23,323.19760418666664,313.9837187037697,PER
24,320.64180672268907,310.42425512556264,PER
25,316.02999936,,PER
