Minisector,BOT,PER,Fastest
0,288.13192754157564,287.6875344545302,BOT
1,304.07687498666667,306.3845240888889,PER
2,299.73269465874426,303.15765254240364,PER
3,191.88316115669244,186.90636536547618,BOT
4,229.63937714871795,225.75500788231645,BOT
5,214.97499328779276,216.67241375632184,PER
6,199.2441629984639,197.98150413929085,BOT
7,224.23439076751444,218.29511547586208,BOT
8,257.8135166984127,258.47487938164255,PER
9,261.7654235986127,264.5849634252588,PER
10,183.11416100707632,182.72907132869503,BOT
11,244.89167801555072,243.6152712087912,BOT
12,123.11551981601697,118.92144404888633,BOT
13,230.83262873191913,228.57389889241622,BOT
14,271.0852182663038,274.2904716183599,PER
15,278.9130435060869,286.07428164103396,PER
16,216.15018019074668,209.72125204644348,BOT
17,200.37307044632618,189.22773340131354,BOT
18,273.4976095688989,269.23358585858585,BOT
19,294.8672889004329,295.0780217518114,PER
20,304.69949403428575,307.77597219555554,PER
21,304.01270837333334,309.1502380952381,PER
22,251.63309525942856,270.7550276779765,PER
23,122.74989307123809,120.56641637456131,BOT
24,248.83412266201094,246.12916689066668,BOT
25,275.90000274285717,274.3916672,BOT
