Minisector,HAM,RIC,Fastest
0,305.1188408115942,288.75338387473295,HAM
1,319.56746016507935,295.72028985507245,HAM
2,304.4002809039189,284.6319938285714,HAM
3,113.35186919139737,113.23746035011776,HAM
4,218.6215279243774,221.3051087462287,RIC
5,274.1647534064195,275.35437829828294,RIC
6,219.92187606666667,217.38689581752539,HAM
7,160.7866572244166,158.03585381705426,HAM
8,211.63651834129914,209.25493087045228,HAM
9,223.98624208193226,215.33669388387096,HAM
10,120.75238610948955,118.79903011851117,HAM
11,225.6605025656518,230.16240769556103,RIC
12,123.81291164832548,125.69208814286976,RIC
13,223.04747678058638,226.268535245977,RIC
14,277.1483331413333,279.4918733463548,RIC
15,217.63198367139853,221.04765596313362,RIC
16,192.22276218476955,190.9823179811278,HAM
17,253.581412429992,246.95401220740743,HAM
18,213.52285061505376,203.49486666982008,HAM
19,175.99780282375735,177.74279334054054,RIC
20,264.0318779003315,262.9164670748079,HAM
21,281.09239132753623,285.18985497971016,RIC
22,178.22276719032584,175.1856036956403,HAM
23,213.00739173947773,216.65117566369764,RIC
24,269.2376020403038,271.729483740136,RIC
25,282.55,,HAM
