Minisector,HAM,NOR,Fastest
0,323.5774270720802,317.5793835140314,HAM
1,337.4033499190476,325.31309526095237,HAM
2,346.18394894351815,329.18408228786035,HAM
3,185.81796508970035,192.17159214192088,NOR
4,122.01036325528058,116.18429370933603,HAM
5,263.99541381643905,261.6994014791563,HAM
6,299.09925967593784,297.9327158284706,HAM
7,313.1726033646685,307.61430559999997,HAM
8,265.9697050743259,253.33570576876522,HAM
9,142.05223222859567,139.6340003640499,HAM
10,214.0543052268967,209.75373326393026,HAM
11,206.5121314130504,205.44852193658474,HAM
12,192.27131324639507,187.27642222519063,HAM
13,265.0172953216596,270.6745796169143,NOR
14,299.71495236558223,311.36357935699016,NOR
15,311.5479697696066,328.3895739803524,NOR
16,251.06132847081085,253.8130840730508,NOR
17,208.35442397141586,214.47264688923477,NOR
18,271.57702823737714,269.72484501044585,HAM
19,304.5925692088889,304.227434244039,HAM
20,318.7438829361953,313.3098760444444,HAM
21,298.92047225620337,289.80953737655557,HAM
22,199.75765657489296,201.2286190806349,NOR
23,257.7974498173545,263.1789225870759,NOR
24,297.0257742531987,299.3358338805797,NOR
25,308.3277774222222,,HAM
