Minisector,VER,HAM,Fastest
0,287.55898862688167,306.24619420270193,HAM
1,136.22619047619048,140.382861059944,HAM
2,154.25634251009134,136.2018933010101,VER
3,227.54761904761904,228.39116234817243,HAM
4,165.5977281742789,158.13160889064036,VER
5,242.13492063492063,241.34079296628897,VER
6,233.58761454469936,234.22639827208656,HAM
7,139.60859935302275,135.67555385833333,VER
8,232.62965417543438,234.46041599999998,HAM
9,275.83796296296293,277.57083306666664,HAM
10,286.5432287333333,295.28271932235833,HAM
11,154.506451372043,154.59284363870967,HAM
12,218.56592281904764,213.55105814862816,VER
13,269.4953288216002,270.7935181037037,HAM
14,272.3106481185185,280.2617345452786,HAM
15,105.75473108171099,103.22598361995337,VER
16,219.47712355680025,216.64208341333332,VER
17,271.8666666666667,274.5164562464986,HAM
18,293.9236978,303.50054672423244,HAM
19,305.0947619352381,321.06755977142853,HAM
20,311.4547619047619,329.7386904380952,HAM
21,292.0203138666667,296.2377092234967,HAM
22,159.33779735560267,153.43507913142858,VER
23,237.44407887719296,238.55005283290063,HAM
24,278.61282798861015,286.50952403809526,HAM
25,290.3749984,,VER
