Minisector,HAM,GAS,Fastest
0,199.80510922948852,141.70399866905763,HAM
1,263.474217,154.79888809171868,HAM
2,292.63749902222224,118.13692359145271,HAM
3,306.3312300342857,180.95058234025436,HAM
4,176.1361153777778,142.03765641516299,HAM
5,211.61325452358452,142.46128190016663,HAM
6,272.16232184019583,147.45987708448467,HAM
7,296.1824554666667,150.1807166717025,HAM
8,301.96523104089636,164.57775886564073,HAM
9,230.68104931778146,183.3065682492559,HAM
10,109.25743775226466,129.02261194832693,GAS
11,238.16187537316017,97.95423544885769,HAM
12,281.17938487017545,117.99081341981974,HAM
13,296.31870455845507,152.52446914708995,HAM
14,183.55503428045975,136.73041740115707,HAM
15,150.97166813167024,168.67916546666666,GAS
16,250.1158718984127,,HAM
17,214.64515061462725,,HAM
18,190.51594412307693,,HAM
19,228.51323857735625,,HAM
20,228.55473333333336,,HAM
21,270.2091658133333,,HAM
22,291.85067604209775,,HAM
23,286.3620388740741,,HAM
24,234.93194453333334,,HAM
