Minisector,VER,OCO,Fastest
0,253.6629344033184,252.47135345020266,VER
1,224.275811776358,211.48047043291965,VER
2,209.13605977160802,199.88015072644052,VER
3,257.10511623245657,262.39446654729244,OCO
4,270.6061069316797,277.64689532681905,OCO
5,288.80750651259257,292.75722246252246,OCO
6,159.48899791494955,158.97439206960803,VER
7,177.44743430742164,171.23972953488746,VER
8,264.9259274971429,268.5678391897143,OCO
9,295.6276022494661,297.5327823296541,OCO
10,306.67174377601367,308.7201096844071,OCO
11,305.9098780270384,308.99951049297744,OCO
12,115.09023322201494,117.81531206619397,OCO
13,174.9034001300559,180.4780307534632,OCO
14,267.1071373532721,268.99114159512743,OCO
15,294.95001882364596,294.6938823364812,VER
16,300.01666731789476,298.81025067226574,VER
17,190.84757089007806,191.78320431324929,OCO
18,223.8071284181598,214.23433585353766,VER
19,269.92106144632345,267.8506338849035,VER
20,151.89883064082923,161.0612036717644,OCO
21,143.53251551092907,138.11190470492565,VER
22,213.8768857686075,205.12099103567638,VER
23,237.95740760408006,241.22064936319177,OCO
24,157.82713304517137,148.3854576021761,VER
25,223.8499968,223.35714285714286,VER
