Minisector,VER,OCO,Fastest
0,288.0461948355019,292.66851165201786,OCO
1,291.92128662,297.347984628254,OCO
2,173.01803707044368,159.0695110885255,VER
3,221.4721544909804,219.6282436087092,VER
4,270.095889158394,274.9376758449707,OCO
5,292.67130199997166,302.6032995856054,OCO
6,302.9562242742857,308.93651721094875,OCO
7,180.95261278056884,180.32654475586406,VER
8,124.3202697691003,121.02020417238572,VER
9,251.60553722893317,245.7441446463987,VER
10,293.57863856839987,289.18467705044753,VER
11,307.4732043342857,298.2243064888889,VER
12,148.57492820924256,142.74180893942398,VER
13,180.58897741721262,190.12148833260073,OCO
14,255.95735056427134,247.6436261298805,VER
15,209.0753066569697,197.27771367150183,VER
16,216.17645328974197,203.4740856082732,VER
17,219.30134376699897,203.3547435502301,VER
18,249.6107063573333,236.33166854666666,VER
19,278.4614032673103,270.84691011048733,VER
20,295.7082138379832,286.4308598027068,VER
21,270.1922222114486,260.84216672661586,VER
22,229.0617370926089,223.5928067840397,VER
23,208.76507662268398,192.54005797931504,VER
24,263.67193472329143,256.58477041969627,VER
25,280.1625,272.52343600000006,VER
