Minisector,LEC,RUS,Fastest
0,252.44625272681142,252.93487339094725,RUS
1,217.80942104035555,212.15093334739927,LEC
2,202.92168898150118,205.63738735912833,RUS
3,255.6450012248804,260.0457550709179,RUS
4,270.7699998526984,275.8118430893092,RUS
5,289.3682222648889,292.73560493118674,RUS
6,157.8433706685152,146.95157121488288,LEC
7,162.61051040263374,178.1208612138913,RUS
8,265.7285965213362,268.0638149209626,RUS
9,295.4379774625801,295.797879546454,RUS
10,308.24275360551917,309.45787561634927,RUS
11,312.1596180724059,309.6828575234487,LEC
12,117.16638536752615,108.94598184079648,LEC
13,193.35943125287463,184.2061659201929,LEC
14,269.44036449634643,268.04597237518965,LEC
15,293.9963415597861,294.4339479954286,RUS
16,301.85350993868974,299.6423628949747,LEC
17,187.47937253056958,186.4111060566174,LEC
18,215.7272125394061,214.1519032076984,LEC
19,268.7625507426263,270.1213290135642,RUS
20,145.60133414106207,149.66834137656417,RUS
21,144.74316561767188,143.20687206047,LEC
22,218.54276129575757,218.7192835711111,RUS
23,233.49435618462292,253.4045521970328,RUS
24,161.6912732928869,167.640026849792,RUS
25,224.61111466666668,218.94120911457526,LEC
