Minisector,HAM,PER,Fastest
0,288.00955376,288.802869557477,PER
1,300.50671318518516,297.0419124705882,HAM
2,176.38266084923478,174.62730897537304,HAM
3,223.92565310068315,220.67725557460315,HAM
4,270.3555185338032,272.92811959680756,PER
5,288.1826391111111,292.4114357493858,PER
6,292.1257919921212,299.0104636471178,PER
7,181.99013039124665,185.35210381845403,PER
8,128.60628170563575,124.22095492691845,HAM
9,248.57776562433403,247.01345762551972,HAM
10,279.8774663534742,282.17910367919796,PER
11,290.11493260405825,291.59517518596493,PER
12,156.02174545933775,154.24821589479743,HAM
13,192.40232423207522,189.7398079624156,HAM
14,258.7009354376417,254.81599009477404,HAM
15,218.68130294423298,211.47566186835022,HAM
16,225.61544612877364,219.8474059946093,HAM
17,227.8454235410212,217.35247658057142,HAM
18,247.12215806060604,241.34413440014217,HAM
19,274.7320912159145,273.29979728423933,HAM
20,289.8489218915421,289.01754374736845,HAM
21,271.0741253614035,269.16884989111907,HAM
22,235.84687771488368,232.0450839983437,HAM
23,204.94582685266727,203.42837714188434,HAM
24,261.3940652000411,260.3492476857223,HAM
25,278.6333333333333,278.8749994666667,PER
