Minisector,NOR,PIA,Fastest
0,258.3053530646326,259.31056469960225,PIA
1,136.0474296639624,130.4513662348753,NOR
2,204.09455678476192,198.8840184152381,NOR
3,248.4854376495006,248.42780208586905,NOR
4,256.477498688,255.5468269232332,NOR
5,171.59914057439465,171.88272359546485,PIA
6,144.40017157686643,142.56556649941447,NOR
7,183.86546994370735,183.1948983103855,NOR
8,95.19740731678623,102.46582106625864,PIA
9,72.47335796645365,68.73255970708122,NOR
10,95.39128007575927,94.73689933847614,NOR
11,188.38303382505495,187.6399922582857,NOR
12,245.57054814050358,246.38815215424574,PIA
13,269.24985028808203,270.5860921641513,PIA
14,277.1267835885714,269.4262893225865,NOR
15,104.53655867141953,105.01690927091416,PIA
16,151.87336089242524,157.0063427409908,PIA
17,185.02419786078718,184.16581885788787,NOR
18,202.36188428507458,203.71480653558442,PIA
19,219.11870306962962,198.9914625459649,NOR
20,142.6999341374506,137.76007325648817,NOR
21,118.50495122770171,103.76092980165079,NOR
22,98.08092277298603,100.38222462361392,PIA
23,200.25391722218487,206.59697876436974,PIA
24,254.69481741679814,253.6563634530761,NOR
