Minisector,VER,RUS,Fastest
0,251.29629748525866,254.1490893135129,RUS
1,128.71066226556064,123.85994280808956,VER
2,261.0821107168017,259.98537486961044,VER
3,304.40940448220323,300.8003448275862,VER
4,304.9652300128139,298.5258264442182,VER
5,313.52465146577686,307.56386904761905,VER
6,317.1074584323232,310.98718325333334,VER
7,319.1963668018775,305.8976355959629,VER
8,187.4656104308647,187.35764065220852,VER
9,191.1444067946425,188.8595646988592,VER
10,185.54566778120702,175.42676240421088,VER
11,173.8884587026531,178.9564524747595,RUS
12,255.75153580873564,255.15516547806445,VER
13,273.23707073618095,270.0782560262128,VER
14,280.8701454002709,278.79116128935067,VER
15,280.4499729232423,267.1267519362371,VER
16,174.03806929349565,172.44687405952408,VER
17,183.93886940082854,182.53284442087974,VER
18,237.14734104541682,234.1887582452381,VER
19,282.2003995642051,278.8025983171796,VER
20,303.43260923573536,298.57215906943503,VER
21,309.50867274045856,304.15404759682536,VER
22,309.0869755845805,302.20272039478925,VER
23,242.00145202666752,235.3004336195955,VER
24,115.61762170053584,108.12711964333812,VER
25,226.28140344738424,224.2125024,VER
