Minisector,HAM,STR,Fastest
0,290.00550061783485,316.685191384669,STR
1,152.37437759465774,158.28865354663964,STR
2,151.29453701536883,147.31404647357874,HAM
3,233.43448599767217,233.72471541474715,STR
4,293.68703570761903,286.35969630831073,HAM
5,296.17538348028023,287.7256341249012,HAM
6,151.6730479180872,142.63410323519162,HAM
7,142.53549885267816,141.31221896856837,HAM
8,135.00670951485927,136.13476323968993,STR
9,192.12275937385954,201.94581169237816,STR
10,129.10714569120472,126.9340248313821,HAM
11,124.8043470788752,122.72567603691576,HAM
12,161.10454668799522,180.6612476285198,STR
13,266.9059823152779,269.62340217236834,STR
14,293.95423865872306,291.2228344681951,HAM
15,151.0218478688395,138.68484092896415,HAM
16,209.99981423537648,191.70520280363536,HAM
17,170.86829725270567,176.0055370038258,STR
18,270.881470223467,277.87341546179044,STR
19,297.40083873556404,297.3929398095238,HAM
20,310.44053090806244,311.90387645737377,STR
21,318.1905285643739,319.76776805236364,STR
22,322.6735417625397,325.7757045507879,STR
23,325.3683489027063,328.9798115343915,STR
24,322.7303376588831,327.74411335271515,STR
