Minisector,RUS,HAM,Fastest
0,306.0064600193016,307.35262731178716,HAM
1,237.20476014679508,232.51718633284847,RUS
2,121.17787532078144,127.84399820935839,HAM
3,236.9225905323262,233.31506922771757,RUS
4,190.95851940225683,191.88375100498433,HAM
5,243.21040590313734,247.95444268293738,HAM
6,227.03002117967156,231.73265379450626,HAM
7,252.88969168957192,258.91996362533956,HAM
8,293.02101467907124,293.1837421172684,HAM
9,201.42554229007223,199.13579041947025,RUS
10,201.14760424974452,207.68216028369426,HAM
11,271.815153559575,275.0590258739981,HAM
12,214.41480983088022,206.84350708921605,RUS
13,248.35676644091174,249.33156630000934,HAM
14,292.11132688454063,293.50477596908024,HAM
15,309.47138617920155,310.94184671072463,HAM
16,309.4740604631579,311.59177706720135,HAM
17,205.5885881105393,208.77166757535898,HAM
18,260.43899456285715,262.80476635473195,HAM
19,295.617620173436,296.65407968258734,HAM
20,311.83325303719096,313.75429959111113,HAM
21,312.8189725848933,313.485309063924,HAM
22,147.04392862934242,141.80347748133678,RUS
23,232.94071039346937,230.9326333931361,RUS
24,288.0929504833697,289.1706069877551,HAM
25,,303.32500096,HAM
