Minisector,HAM,OCO,Fastest
0,256.3728783930213,264.6153689256651,OCO
1,137.44394682763715,126.0732283643139,HAM
2,263.24502434432566,267.2963538210653,OCO
3,301.92333328,315.57857131428574,OCO
4,301.69439654252875,315.4816165048051,OCO
5,307.72321424761907,325.10246913580244,OCO
6,311.8512770835149,339.72457404175753,OCO
7,311.93080365714286,345.1347618864762,OCO
8,208.8497259623448,197.42981128000986,HAM
9,197.60365898085664,192.46605763688186,HAM
10,188.5356712362553,181.93291509628784,HAM
11,168.00188497128477,162.57063804511876,HAM
12,255.1479634227629,250.22927653725105,HAM
13,270.688633668816,267.29820613403734,HAM
14,277.34005367741935,276.64225239166666,HAM
15,271.8082108216083,276.30787411495845,OCO
16,190.18443535809428,185.5501288658069,HAM
17,196.6161985091516,189.6312011154537,HAM
18,239.70407272021598,238.3433192826275,HAM
19,283.1139879263492,286.9848714958455,OCO
20,302.8223643822548,310.7136931989923,OCO
21,310.2013888790123,318.561464322856,OCO
22,308.41641659902467,315.1698362405929,OCO
23,261.46742508054183,258.93850656798696,HAM
24,117.63484690598135,112.66055854401519,HAM
25,228.64583466666667,227.4,HAM
